=== LEARNING STATS ===
{
  "learned_features": 30,
  "learned_patterns": 4,
  "negative_examples": 2,
  "covered_codes": 30
}

=== CONSENSUS ATTEMPT 1 ===
NR25: Yes | "220V elektrības padeves sistēma (V2L)" | The specification text explicitly mentions "220V elektrības padeves sistēma (V2L)", which directly corresponds to the V2L function.
NR66: Yes | "15,6" rotējams skārienjutīgs multimēdiju ekrāns" | The text mentions a 15.6" rotating touchscreen multimedia display.

NR67: Yes | "Dynaudio skaņas sistēma" | The text specifies a Dynaudio sound system, confirming a branded audio system.

NR68: No | | The specification text does not mention a navigation center.

NR69: No | | The specification text does not mention a connected navigation center.

NR70: Yes | "Android Auto un Apple Car Play" | The text confirms compatibility with Android Auto and Apple CarPlay.

NR71: No | | The specification text does not mention wireless Android Auto and Apple CarPlay.

NR72: Yes | "Inteliģents balss vadības sistēma - 'Hi, BYD'" | The text mentions an intelligent voice control system, which can be considered an AI assistant.

NR73: Yes | "Head-up displejs" | The text confirms the presence of a head-up display.

NR75: Yes | "Multifunkcionāla stūre ar Eco ādas apdari un apsildi" | The text confirms a heated steering wheel.

NR76: No | | The specification text does not mention a leather steering wheel.

NR77: No | | The specification text does not mention a digital display up to 8.9".

NR78: No | | The specification text does not mention a digital display within the 9" - 11.9" range.

NR79: Yes | "10,25" digitāls instrumentu panelis" | The text confirms a digital display larger than 12".

NR81: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi" | The text confirms heated front seats.

NR82: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi" | The text confirms heated front passenger seats.

NR83: No | | The specification text does not mention heated rear seats.

NR84: No | | The specification text does not mention manual lumbar adjustment for the driver's seat.

NR85: No | | The specification text does not mention manual lumbar adjustment for the passenger seat.

NR86: No | | The specification text does not mention electric lumbar adjustment for the driver's seat.

NR87: No | | The specification text does not mention electric lumbar adjustment for the passenger seat.

NR88: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami" | The text confirms electrically adjustable front seats.

NR89: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami" | The text confirms electrically adjustable front passenger seats.

NR90: Yes | "ar atmiņu regulējams vadītāja sēdeklis" | The text confirms an electrically adjustable driver's seat with memory.

NR91: No | | The specification text does not mention an electrically adjustable passenger seat with memory.

NR92: No | | The specification text does not mention fabric/synthetic leather seat upholstery.

NR93: No | | The specification text does not mention Alcantara/synthetic leather seat upholstery.

NR94: Yes | "Eco ādas apdares priekšējie sēdekļi" | The text confirms synthetic leather seat upholstery.

NR96: No | | The specification text does not mention an automatic parking system.

NR97: Yes | "Aklo zonu noteikšanas sistēma" | The text confirms a blind spot monitoring system.

NR98: No | | The specification text does not mention blind spot monitoring with cross-traffic alert.

NR99: No | | The specification text does not mention cruise control.

NR100: Yes | "Adaptīvā-inteliģentā kruīza kontrole" | The text confirms adaptive cruise control.

NR101: No | | The specification text does not mention adaptive cruise control with Stop&Go.

NR102: Yes | "Intensīvas satiksmes palīgs" | The text suggests adaptive cruise control in traffic jams, but it is not explicitly stated as such.

NR103: No | | The specification text does not mention adaptive cruise control based on navigation.

NR104: No | | The specification text does not mention lane centering and overtaking assistance.

NR105: Yes | "360° kamera" | The text confirms a 360° camera view.

NR106: No | | The specification text does not mention a rearview camera.

NR107: Yes | "Parkošanās sensori, priekšā un aizmugurē" | The text confirms front parking sensors.

NR108: Yes | "Parkošanās sensori, priekšā un aizmugurē" | The text confirms rear parking sensors.

NR110: No | | The specification text does not mention AEBS with pedestrian and cyclist detection.

NR111: No | | The specification text does not mention AEBS with pedestrian detection.

NR112: No | | The specification text does not mention post-collision mitigation.

NR113: Yes | "Elektriskā stāvbremze" | The text confirms an electric parking brake.

NR115: No | | The specification text does not mention 17" steel wheels.

NR116: No | | The specification text does not mention 17" alloy wheels.

NR117: No | | The specification text does not mention 18" steel wheels.

NR118: No | | The specification text does not mention 18" alloy wheels.

NR119: No | | The specification text does not mention 19" steel wheels.

NR120: Yes | "19" divkrāsu vieglmetāla diski" | The text confirms 19" alloy wheels.

NR121: No | | The specification text does not mention 20" steel wheels.

NR122: No | | The specification text does not mention 20" alloy wheels.

NR123: No | | The specification text does not mention a spare wheel.

NR124: No | | The specification text does not mention a trailer hitch.

NR126: No | | The specification text does not mention knee or center airbags.

NR127: No | | The specification text does not mention curtain airbags.

NR128: No | | The specification text does not mention side airbags.

NR129: Yes | "Signalizācija" | The text confirms the presence of an alarm system, which can be considered a perimeter alarm.

NR130: No | | The specification text does not mention keyless ignition.

NR131: Yes | "Bezatslēgas piekļuve un startēšana" | The text confirms keyless access and starting.

NR133: No | | The specification text does not mention an additional 3-year warranty.

NR134: No | | The specification text does not mention an additional 4-year warranty.

NR135: No | | The specification text does not mention an additional 5-year warranty.

NR136: No | | The specification text does not mention an additional 6-year warranty.

NR137: No | | The specification text does not mention an additional 7-year warranty.

NR138: No | | The specification text does not mention an 8-year battery warranty.
=== CONSENSUS ATTEMPT 2 ===
NR25: Yes | "220V elektrības padeves sistēma (V2L)" | The specification text explicitly mentions "220V elektrības padeves sistēma (V2L)", which confirms the presence of the V2L function.

NR26: Yes | "Siltumsūknis" | The specification text explicitly mentions "Siltumsūknis", confirming its presence.

NR28: No | | The specification text does not mention 4X4, 4WD, or AWD, indicating that this feature is not specified.

NR30: Yes | "Metāliska krāsa" | The specification text explicitly mentions "Metāliska krāsa", confirming it as a standard feature.

NR32: Yes | "Ārējie spoguļi, elektriski regulējami, elektriski nolokāmi, apsildāmi" | The specification text confirms that the mirrors are electrically adjustable and heated.

NR33: Yes | "Ārējie spoguļi, elektriski regulējami, elektriski nolokāmi, apsildāmi" | The specification text confirms the mirrors are electrically adjustable, foldable, and heated.

NR34: No | | The specification text does not mention mirrors with memory function.

NR35: Maybe | "Lietus sensors" | The presence of a rain sensor might imply automatic wipers, but it is not explicitly stated.

NR36: Yes | "Tonēti aizmugurējie stikli" | The specification text confirms the presence of tinted rear windows.

NR37: No | | The specification text does not mention a heated windshield.

NR38: Yes | "Elektriski atverams/ aizverams bagāžas nodalījuma vāks" | The specification text confirms the presence of an electric tailgate.

NR39: No | | The specification text does not mention hands-free operation for the tailgate.

NR40: No | | The specification text does not mention roof rails.

NR41: Yes | "Priekšējais bagāžas nodalījums" | The specification text confirms the presence of a front trunk.

NR42: Yes | "Panorāmas jumts" | The specification text explicitly mentions a "Panorāmas jumts", confirming its presence.

NR44: Yes | "LED dienas gaitas gaismas" | The specification text confirms the presence of LED daytime running lights.

NR45: No | | The specification text does not mention LED fog lights.

NR46: No | | The specification text does not mention integrated LED fog lights.

NR47: Yes | "LED automātiskie priekšējie lukturi" | The specification text confirms automatic control for the LED headlights.

NR48: No | | The specification text does not mention automatic high/low beam control.

NR49: Yes | "LED automātiskie priekšējie lukturi" | The specification text confirms the presence of LED headlights.

NR50: No | | The specification text does not mention adaptive LED headlights without Matrix or Glare Free.

NR51: No | | The specification text does not mention adaptive LED headlights with Matrix or Glare Free.

NR53: No | | The specification text does not mention a general air conditioner.

NR54: Yes | "Divzonu klimata kontrole" | The specification text confirms dual-zone climate control, which is a form of electronic automatic temperature control (EATC).

NR55: No | | The specification text does not mention three-zone climate control.

NR56: No | | The specification text does not mention a cabin air purifier.

NR57: Yes | "Ambient daudzkrāsu salona apgaismojums" | The specification text confirms multi-color ambient interior lighting.

NR58: Yes | "Priekšējais centrālais roku balsts ar glāžu turētājiem" | The specification text confirms a front center armrest, which implies a central console.

NR59: Yes | "Automātiski aptumšojošs atpakaļskata spogulis" | The specification text confirms an automatically dimming interior mirror.

NR60: No | | The specification text does not mention a 12V outlet in the luggage compartment.

NR61: Yes | "2 bezvadu viedtālruņu uzlāde" | The specification text confirms wireless charging for two smartphones.

NR63: No | | The specification text does not mention a multifunctional touchscreen of 6 - 7.9 inches.

NR64: No | | The specification text does not mention a multifunctional touchscreen of 8 - 9.9 inches.

NR65: No | | The specification text does not mention a multifunctional touchscreen of 10 - 11.9 inches.

NR66: Yes | "15,6" rotējams skārienjutīgs multimēdiju ekrāns" | The specification text confirms a multifunctional touchscreen larger than 12 inches.

NR67: Yes | "Dynaudio skaņas sistēma" | The specification text confirms the presence of a branded audio system.

NR68: No | | The specification text does not mention a navigation center.

NR69: No | | The specification text does not mention a connected navigation center.

NR70: Yes | "Android Auto un Apple Car Play" | The specification text confirms the presence of Android Auto and Apple CarPlay.

NR71: No | | The specification text does not mention wireless Android Auto and Apple CarPlay.

NR72: Yes | "Inteliģents balss vadības sistēma - 'Hi, BYD'" | The specification text confirms the presence of an intelligent voice control system, which implies AI assistance.

NR73: Yes | "Head-up displejs" | The specification text confirms the presence of a head-up display.

NR75: Yes | "Multifunkcionāla stūre ar Eco ādas apdari un apsildi" | The specification text confirms a heated steering wheel.

NR76: No | | The specification text does not explicitly mention a leather steering wheel.

NR77: No | | The specification text does not mention a digital display up to 8.9 inches.

NR78: No | | The specification text does not mention a digital display of 9 - 11.9 inches.

NR79: Yes | "10,25" digitāls instrumentu panelis" | The specification text confirms a digital display larger than 12 inches.

NR81: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi" | The specification text confirms a heated driver's seat.

NR82: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi" | The specification text confirms a heated passenger seat.

NR83: No | | The specification text does not mention heated rear seats.

NR84: No | | The specification text does not mention manual lumbar adjustment for the driver's seat.

NR85: No | | The specification text does not mention manual lumbar adjustment for the passenger seat.

NR86: No | | The specification text does not mention electric lumbar adjustment for the driver's seat.

NR87: No | | The specification text does not mention electric lumbar adjustment for the passenger seat.

NR88: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami" | The specification text confirms electrically adjustable driver's seat.

NR89: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami" | The specification text confirms electrically adjustable passenger seat.

NR90: Yes | "ar atmiņu regulējams vadītāja sēdeklis" | The specification text confirms a memory function for the driver's seat.

NR91: No | | The specification text does not mention a memory function for the passenger seat.

NR92: No | | The specification text does not mention fabric or synthetic leather upholstery.

NR93: No | | The specification text does not mention Alcantara or synthetic leather upholstery.

NR94: Yes | "Eco ādas apdares priekšējie sēdekļi" | The specification text confirms synthetic leather upholstery.

NR96: No | | The specification text does not mention an automatic parking system.

NR97: Yes | "Aklo zonu noteikšanas sistēma" | The specification text confirms a blind spot monitoring system.

NR98: No | | The specification text does not mention cross-traffic alert with blind spot monitoring.

NR99: No | | The specification text does not mention general cruise control.

NR100: Yes | "Adaptīvā-inteliģentā kruīza kontrole" | The specification text confirms adaptive cruise control.

NR101: No | | The specification text does not mention adaptive cruise control with Stop&Go.

NR102: Yes | "Intensīvas satiksmes palīgs" | The specification text confirms adaptive cruise control in traffic jams.

NR103: No | | The specification text does not mention navigation-based adaptive cruise control.

NR104: No | | The specification text does not mention lane centering or overtaking assistance.

NR105: Yes | "360° kamera" | The specification text confirms a 360° camera view.

NR106: No | | The specification text does not mention a rearview camera.

NR107: Yes | "Parkošanās sensori, priekšā un aizmugurē" | The specification text confirms front parking sensors.

NR108: Yes | "Parkošanās sensori, priekšā un aizmugurē" | The specification text confirms rear parking sensors.

NR110: No | | The specification text does not mention AEBS with pedestrian and cyclist recognition.

NR111: No | | The specification text does not mention AEBS with pedestrian recognition.

NR112: No | | The specification text does not mention post-collision mitigation.

NR113: Yes | "Elektriskā stāvbremze" | The specification text confirms an electric parking brake.

NR115: No | | The specification text does not mention 17" steel wheels.

NR116: No | | The specification text does not mention 17" alloy wheels.

NR117: No | | The specification text does not mention 18" steel wheels.

NR118: No | | The specification text does not mention 18" alloy wheels.

NR119: No | | The specification text does not mention 19" steel wheels.

NR120: Yes | "19" divkrāsu vieglmetāla diski" | The specification text confirms 19" alloy wheels.

NR121: No | | The specification text does not mention 20" steel wheels.

NR122: No | | The specification text does not mention 20" alloy wheels.

NR123: No | | The specification text does not mention a spare wheel.

NR124: No | | The specification text does not mention a trailer hitch.

NR126: No | | The specification text does not mention knee or center airbags.

NR127: No | | The specification text does not mention curtain airbags.

NR128: No | | The specification text does not mention side airbags.

NR129: No | | The specification text does not mention perimeter alarm.

NR130: No | | The specification text does not mention keyless ignition.

NR131: Yes | "Bezatslēgas piekļuve un startēšana" | The specification text confirms keyless entry and start.

NR133: No | | The specification text does not mention a 3-year extended warranty.

NR134: No | | The specification text does not mention a 4-year extended warranty.

NR135: No | | The specification text does not mention a 5-year extended warranty.

NR136: No | | The specification text does not mention a 6-year extended warranty.

NR137: No | | The specification text does not mention a 7-year extended warranty.

NR138: No | | The specification text does not mention an 8-year battery warranty.
=== CONSENSUS ATTEMPT 3 ===
NR25: Yes | "220V elektrības padeves sistēma (V2L)" | The specification text explicitly mentions "220V elektrības padeves sistēma (V2L)", confirming the presence of the V2L function.

NR26: Yes | "Siltumsūknis" | The specification text includes "Siltumsūknis", indicating that a heat pump is present.

NR28: No | | The specification text does not mention "4X4 pilna laika (4WD / AWD)" or any related terms, suggesting this feature is not included.

NR30: Yes | "Metāliska krāsa" | The specification text mentions "Metāliska krāsa", confirming the availability of metallic paint as a standard option.

NR32: Yes | "Ārējie spoguļi, elektriski regulējami, elektriski nolokāmi, apsildāmi" | The text mentions "Ārējie spoguļi, elektriski regulējami, elektriski nolokāmi, apsildāmi", covering the features of electrically adjustable and heated door mirrors.

NR33: Yes | "Ārējie spoguļi, elektriski regulējami, elektriski nolokāmi, apsildāmi" | The specification includes "Ārējie spoguļi, elektriski regulējami, elektriski nolokāmi, apsildāmi", confirming the presence of electrically adjustable, heated, and foldable mirrors.

NR34: No | | The specification text does not mention door mirrors with memory, indicating this feature is not included.

NR35: Maybe | "Lietus sensors" | The presence of a "Lietus sensors" might imply automatic front wipers, but it's not explicitly stated, so the answer is maybe.

NR36: Yes | "Tonēti aizmugurējie stikli" | The specification text states "Tonēti aizmugurējie stikli", indicating tinted rear glass with privacy protection.

NR37: No | | The specification text does not mention a heated windshield, suggesting this feature is not included.

NR38: Yes | "Elektriski atverams/ aizverams bagāžas nodalījuma vāks" | The text clearly states "Elektriski atverams/ aizverams bagāžas nodalījuma vāks", confirming the presence of electric tailgate operation.

NR39: No | | The specification text does not mention hands-free operation for the tailgate, suggesting this feature is not included.

NR40: No | | The specification text does not mention roof rails, indicating this feature is not included.

NR41: Yes | "Priekšējais bagāžas nodalījums" | The specification text includes "Priekšējais bagāžas nodalījums", confirming the presence of a front trunk.

NR42: Yes | "Panorāmas jumts" | The text mentions "Panorāmas jumts", indicating the presence of a panoramic roof.

NR44: Yes | "LED dienas gaitas gaismas" | The specification text includes "LED dienas gaitas gaismas", confirming the presence of LED daytime running lights.

NR45: No | | The specification text does not mention LED front fog lights, indicating this feature is not included.

NR46: No | | The specification text does not mention LED integrated front fog lights, suggesting this feature is not included.

NR47: Yes | "LED automātiskie priekšējie lukturi" | The text mentions "LED automātiskie priekšējie lukturi", indicating automatic headlight control is present.

NR48: Maybe | "Tālo gaismu asistents" | The text mentions "Tālo gaismu asistents", which might imply automatic high/low beam control, but it's not explicitly stated.

NR49: Yes | "LED automātiskie priekšējie lukturi" | The specification text includes "LED automātiskie priekšējie lukturi", confirming the presence of LED headlights.

NR50: No | | The specification text does not mention adaptive LED headlights without Matrix or Glare Free, suggesting this feature is not included.

NR51: No | | The specification text does not mention adaptive LED headlights with Matrix or Glare Free, indicating this feature is not included.

NR53: No | | The specification text does not mention a general air conditioning system, suggesting this feature is not included.

NR54: Yes | "Divzonu klimata kontrole" | The text mentions "Divzonu klimata kontrole", indicating the presence of dual-zone electronic automatic temperature control (EATC).

NR55: No | | The specification text does not mention three-zone EATC, indicating this feature is not included.

NR56: Maybe | "Gaisa kvalitātes uzlabotājs" | The text mentions "Gaisa kvalitātes uzlabotājs", which might imply an air purifier, but it's not explicitly stated.

NR57: Yes | "Ambient daudzkrāsu salona apgaismojums" | The specification text includes "Ambient daudzkrāsu salona apgaismojums", confirming multicolor LED interior lighting.

NR58: Yes | "Priekšējais centrālais roku balsts ar glāžu turētājiem" | The text mentions a "Priekšējais centrālais roku balsts ar glāžu turētājiem", indicating the presence of a central console with an armrest.

NR59: Yes | "Automātiski aptumšojošs atpakaļskata spogulis" | The specification text includes "Automātiski aptumšojošs atpakaļskata spogulis", confirming the presence of an automatically dimming interior mirror.

NR60: No | | The specification text does not mention a 12V outlet in the luggage compartment, suggesting this feature is not included.

NR61: Yes | "2 bezvadu viedtālruņu uzlāde" | The text mentions "2 bezvadu viedtālruņu uzlāde", confirming the presence of wireless charging.

NR63: No | | The specification text does not mention a multifunctional touchscreen within the 6 - 7.9" range, indicating this feature is not included.

NR64: No | | The specification text does not mention a multifunctional touchscreen within the 8 - 9.9" range, indicating this feature is not included.

NR65: No | | The specification text does not mention a multifunctional touchscreen within the 10 - 11.9" range, indicating this feature is not included.

NR66: Yes | "15,6" rotējams skārienjutīgs multimēdiju ekrāns" | The text mentions "15,6" rotējams skārienjutīgs multimēdiju ekrāns", confirming the presence of a multifunctional touchscreen larger than 12".

NR67: Yes | "Dynaudio skaņas sistēma" | The specification text mentions "Dynaudio skaņas sistēma", confirming the presence of a branded audio system.

NR68: No | | The specification text does not mention a navigation center, indicating this feature is not included.

NR69: No | | The specification text does not mention a connected navigation center, suggesting this feature is not included.

NR70: Yes | "Android Auto un Apple Car Play" | The text includes "Android Auto un Apple Car Play", confirming the presence of these connectivity features.

NR71: No | | The specification text does not mention wireless Android Auto and Apple CarPlay, indicating this feature is not included.

NR72: Yes | "Inteliģents balss vadības sistēma - 'Hi, BYD'" | The text mentions "Inteliģents balss vadības sistēma - 'Hi, BYD'", suggesting the presence of an AI-based smart assistant.

NR73: Yes | "Head-up displejs" | The specification text includes "Head-up displejs", confirming the presence of a head-up display.

NR75: Yes | "Multifunkcionāla stūre ar Eco ādas apdari un apsildi" | The text mentions "Multifunkcionāla stūre ar Eco ādas apdari un apsildi", confirming a heated steering wheel.

NR76: Maybe | "Multifunkcionāla stūre ar Eco ādas apdari" | The text mentions "Multifunkcionāla stūre ar Eco ādas apdari", which might imply a leather steering wheel, but it's not explicitly stated as genuine leather.

NR77: No | | The specification text does not mention a digital display up to 8.9", suggesting this feature is not included.

NR78: No | | The specification text does not mention a digital display within the 9“ - 11.9” range, indicating this feature is not included.

NR79: Yes | "10,25" digitāls instrumentu panelis" | The text includes "10,25" digitāls instrumentu panelis", confirming the presence of a digital display larger than 12".

NR81: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi" | The text mentions "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi", confirming the presence of heated driver seats.

NR82: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi" | The text mentions "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi", confirming the presence of heated passenger seats.

NR83: No | | The specification text does not mention heated rear seats, suggesting this feature is not included.

NR84: No | | The specification text does not mention manual lumbar adjustment for the driver’s seat, indicating this feature is not included.

NR85: No | | The specification text does not mention manual lumbar adjustment for the passenger’s seat, suggesting this feature is not included.

NR86: No | | The specification text does not mention electric lumbar adjustment for the driver’s seat, indicating this feature is not included.

NR87: No | | The specification text does not mention electric lumbar adjustment for the passenger’s seat, suggesting this feature is not included.

NR88: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami" | The text mentions "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami", confirming the presence of electrically adjustable driver seats.

NR89: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami" | The text mentions "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami", confirming the presence of electrically adjustable passenger seats.

NR90: Yes | "ar atmiņu regulējams vadītāja sēdeklis" | The text mentions "ar atmiņu regulējams vadītāja sēdeklis", confirming the presence of electrically adjustable driver seats with memory.

NR91: No | | The specification text does not mention electrically adjustable passenger seats with memory, indicating this feature is not included.

NR92: Maybe | "Eco ādas apdares priekšējie sēdekļi" | The text mentions "Eco ādas apdares priekšējie sēdekļi", which might imply synthetic leather, but it is not explicitly stated as such.

NR93: No | | The specification text does not mention Alcantara/synthetic leather seat upholstery, suggesting this feature is not included.

NR94: Yes | "Eco ādas apdares priekšējie sēdekļi" | The text mentions "Eco ādas apdares priekšējie sēdekļi", confirming synthetic leather upholstery.

NR96: No | | The specification text does not mention an automatic parking system, indicating this feature is not included.

NR97: Yes | "Aklo zonu noteikšanas sistēma" | The text mentions "Aklo zonu noteikšanas sistēma", confirming the presence of blind spot monitoring.

NR98: No | | The specification text does not mention blind spot monitoring with cross-traffic alert, suggesting this feature is not included.

NR99: No | | The specification text does not mention cruise control, indicating this feature is not included.

NR100: Yes | "Adaptīvā-inteliģentā kruīza kontrole" | The text mentions "Adaptīvā-inteliģentā kruīza kontrole", confirming the presence of adaptive cruise control.

NR101: Maybe | "Adaptīvā-inteliģentā kruīza kontrole" | The text mentions "Adaptīvā-inteliģentā kruīza kontrole", which might imply Stop&Go functionality, but it's not explicitly stated.

NR102: Maybe | "Intensīvas satiksmes palīgs" | The text mentions "Intensīvas satiksmes palīgs", which might imply adaptive cruise control in traffic jams, but it's not explicitly stated.

NR103: No | | The specification text does not mention adaptive cruise control based on the navigation system, indicating this feature is not included.

NR104: No | | The specification text does not mention lane centering and overtaking assistant, suggesting this feature is not included.

NR105: Yes | "360° kamera" | The text mentions "360° kamera", confirming the presence of a front 360° view camera.

NR106: No | | The specification text does not mention a rear-view camera, indicating this feature is not included.

NR107: Yes | "Parkošanās sensori, priekšā" | The text mentions "Parkošanās sensori, priekšā", confirming the presence of front parking sensors.

NR108: Yes | "Parkošanās sensori, aizmugurē" | The text mentions "Parkošanās sensori, aizmugurē", confirming the presence of rear parking sensors.

NR110: No | | The specification text does not mention AEBS with pedestrian and cyclist recognition, indicating this feature is not included.

NR111: No | | The specification text does not mention AEBS with pedestrian recognition, suggesting this feature is not included.

NR112: No | | The specification text does not mention collision mitigation post-collision, indicating this feature is not included.

NR113: Yes | "Elektriskā stāvbremze" | The text mentions "Elektriskā stāvbremze", confirming the presence of an electric parking brake.

NR115: No | | The specification text does not mention 17" steel wheels, indicating this feature is not included.

NR116: No | | The specification text does not mention 17" alloy wheels, suggesting this feature is not included.

NR117: No | | The specification text does not mention 18" steel wheels, indicating this feature is not included.

NR118: No | | The specification text does not mention 18" alloy wheels, suggesting this feature is not included.

NR119: No | | The specification text does not mention 19" steel wheels, indicating this feature is not included.

NR120: Yes | "19" divkrāsu vieglmetāla diski" | The text mentions "19" divkrāsu vieglmetāla diski", confirming the presence of 19" alloy wheels.

NR121: No | | The specification text does not mention 20" steel wheels, indicating this feature is not included.

NR122: No | | The specification text does not mention 20" alloy wheels, suggesting this feature is not included.

NR123: No | | The specification text does not mention a spare wheel, indicating this feature is not included.

NR124: No | | The specification text does not mention a tow hook, suggesting this feature is not included.

NR126: No | | The specification text does not mention knee or central airbags, indicating this feature is not included.

NR127: No | | The specification text does not mention curtain airbags, suggesting this feature is not included.

NR128: No | | The specification text does not mention side airbags, indicating this feature is not included.

NR129: Maybe | "Signalizācija" | The text mentions "Signalizācija", which might imply a perimeter alarm, but it's not explicitly stated.

NR130: No | | The specification text does not mention keyless ignition, indicating this feature is not included.

NR131: Yes | "Bezatslēgas piekļuve un startēšana" | The text mentions "Bezatslēgas piekļuve un startēšana", confirming the presence of keyless access and start.

NR133: No | | The specification text does not mention an additional 3-year warranty, indicating this feature is not included.

NR134: No | | The specification text does not mention an additional 4-year warranty, suggesting this feature is not included.

NR135: No | | The specification text does not mention an additional 5-year warranty, indicating this feature is not included.

NR136: No | | The specification text does not mention an additional 6-year warranty, suggesting this feature is not included.

