=== LEARNING STATS ===
{
  "learned_features": 30,
  "learned_patterns": 4,
  "negative_examples": 2,
  "covered_codes": 30
}

=== CONSENSUS ATTEMPT 1 ===
NR25: Yes | "220V elektrības padeves sistēma (V2L)" | The specification text directly mentions "220V elektrības padeves sistēma (V2L)", which corresponds to the V2L function.
NR91: No | | The specification text does not mention a memory function for the passenger seat.

NR92: No | | The specification text does not mention fabric or synthetic leather upholstery.

NR93: No | | The specification text does not mention Alcantara or synthetic leather upholstery.

NR94: Yes | "Eco ādas apdares priekšējie sēdekļi" | The specification text confirms synthetic leather upholstery.

NR96: No | | The specification text does not mention an automatic parking system.

NR97: Yes | "Aklo zonu noteikšanas sistēma" | The specification text confirms the presence of a blind spot monitoring system.

NR98: No | | The specification text does not mention cross-traffic alert with blind spot monitoring.

NR99: No | | The specification text does not mention standard cruise control.

NR100: Yes | "Adaptīvā-inteliģentā kruīza kontrole" | The specification text confirms adaptive cruise control.

NR101: No | | The specification text does not mention adaptive cruise control with Stop&Go.

NR102: Yes | "Intensīvas satiksmes palīgs" | The specification text suggests adaptive cruise control in traffic jams, which aligns with the concept of traffic jam assist.

NR103: No | | The specification text does not mention navigation-based adaptive cruise control.

NR104: No | | The specification text does not mention lane centering and overtaking assist.

NR105: Yes | "360° kamera" | The specification text confirms the presence of a 360° camera, which includes a front view.

NR106: Yes | "360° kamera" | The specification text confirms the presence of a 360° camera, which includes a rear view.

NR107: Yes | "Parkošanās sensori, priekšā" | The specification text confirms the presence of front parking sensors.

NR108: Yes | "Parkošanās sensori, aizmugurē" | The specification text confirms the presence of rear parking sensors.

NR110: No | | The specification text does not mention AEBS with pedestrian and cyclist recognition.

NR111: No | | The specification text does not mention AEBS with pedestrian recognition.

NR112: No | | The specification text does not mention post-collision mitigation.

NR113: Yes | "Elektriskā stāvbremze" | The specification text confirms the presence of an electric parking brake.

NR115: No | | The specification text does not mention 17" steel wheels.

NR116: No | | The specification text does not mention 17" alloy wheels.

NR117: No | | The specification text does not mention 18" steel wheels.

NR118: No | | The specification text does not mention 18" alloy wheels.

NR119: No | | The specification text does not mention 19" steel wheels.

NR120: Yes | "19" divkrāsu vieglmetāla diski" | The specification text confirms the presence of 19" alloy wheels.

NR121: No | | The specification text does not mention 20" steel wheels.

NR122: No | | The specification text does not mention 20" alloy wheels.

NR123: No | | The specification text does not mention a spare wheel.

NR124: No | | The specification text does not mention a tow hitch.

NR126: No | | The specification text does not mention knee or center airbags.

NR127: No | | The specification text does not mention curtain airbags.

NR128: No | | The specification text does not mention side airbags.

NR129: Yes | "Signalizācija" | The specification text confirms the presence of an alarm system, which typically includes perimeter protection.

NR130: No | | The specification text does not mention keyless ignition.

NR131: Yes | "Bezatslēgas piekļuve un startēšana" | The specification text confirms keyless entry and start.

NR133: No | | The specification text does not mention a 3-year extended warranty.

NR134: No | | The specification text does not mention a 4-year extended warranty.

NR135: No | | The specification text does not mention a 5-year extended warranty.

NR136: No | | The specification text does not mention a 6-year extended warranty.

NR137: No | | The specification text does not mention a 7-year extended warranty.

NR138: No | | The specification text does not mention an 8-year battery warranty.
=== CONSENSUS ATTEMPT 2 ===
NR25: Yes | "220V elektrības padeves sistēma (V2L)" | The specification text explicitly mentions "220V elektrības padeves sistēma (V2L)", indicating the presence of the V2L function.

NR26: Yes | "Siltumsūknis" | The specification text includes "Siltumsūknis", confirming that the heat pump is a feature.

NR28: No | | The specification text does not mention "4X4 pilna laika (4WD / AWD)" or any related terminology, indicating the absence of this feature.

NR30: Yes | "Metāliska krāsa" | The specification text states "Metāliska krāsa", confirming the presence of metallic paint as a standard feature.

NR32: Yes | "Ārējie spoguļi, elektriski regulējami, elektriski nolokāmi, apsildāmi" | The specification text confirms that the mirrors are electrically adjustable and heated.

NR33: Yes | "Ārējie spoguļi, elektriski regulējami, elektriski nolokāmi, apsildāmi" | The text confirms that the mirrors are electrically adjustable, foldable, and heated.

NR34: No | | The specification text does not mention memory function for the mirrors.

NR35: Yes | "Lietus sensors" | The presence of a rain sensor implies automatic windshield wipers.

NR36: Yes | "Tonēti aizmugurējie stikli" | The text confirms the presence of tinted rear windows, which can imply privacy protection.

NR37: No | | The specification text does not mention an "Apsildāms vējstikls" or heated windshield.

NR38: Yes | "Elektriski atverams/ aizverams bagāžas nodalījuma vāks" | The text confirms that the trunk lid is electrically operated.

NR39: No | | The text does not mention hands-free operation for the trunk lid.

NR40: No | | The specification text does not mention "Jumta sliedes" or roof rails.

NR41: Yes | "Priekšējais bagāžas nodalījums" | The text mentions a front trunk, confirming its presence.

NR42: Yes | "Panorāmas jumts" | The specification text includes "Panorāmas jumts", confirming a panoramic roof.

NR44: Yes | "LED dienas gaitas gaismas" | The text confirms the presence of LED daytime running lights.

NR45: No | | The specification text does not mention "Priekšējie miglas lukturi - LED".

NR46: No | | The text does not mention integrated LED fog lights.

NR47: Yes | "LED automātiskie priekšējie lukturi" | The text confirms automatic control of the front lights.

NR48: Yes | "Tālo gaismu asistents" | The presence of a high beam assistant implies automatic high/low beam control.

NR49: Yes | "LED automātiskie priekšējie lukturi" | The text confirms the presence of LED front lights.

NR50: No | | The text does not mention adaptive LED headlights without Matrix or Glare Free.

NR51: No | | The specification text does not mention adaptive LED headlights with Matrix or Glare Free.

NR53: No | | The text does not explicitly mention a "Gaisa kondicionētājs" or air conditioner.

NR54: Yes | "Divzonu klimata kontrole" | The text specifies dual-zone climate control, indicating an electronic air conditioning system with two zones.

NR55: No | | The text does not mention a three-zone electronic air conditioning system.

NR56: Yes | "Gaisa kvalitātes uzlabotājs" | The text mentions an air quality enhancer, which implies an air purifier.

NR57: Yes | "Ambient daudzkrāsu salona apgaismojums" | The text confirms multi-color ambient interior lighting.

NR58: Yes | "Priekšējais centrālais roku balsts ar glāžu turētājiem" | The text mentions a front central armrest, confirming its presence.

NR59: Yes | "Automātiski aptumšojošs atpakaļskata spogulis" | The text confirms the presence of an automatically dimming interior mirror.

NR60: No | | The text does not mention a 12V outlet in the luggage compartment.

NR61: Yes | "2 bezvadu viedtālruņu uzlāde" | The text confirms the presence of wireless charging for two smartphones.

NR63: No | | The text does not mention a multifunctional touchscreen of 6 - 7.9 inches.

NR64: No | | The text does not mention a multifunctional touchscreen of 8 - 9.9 inches.

NR65: No | | The text does not mention a multifunctional touchscreen of 10 - 11.9 inches.

NR66: Yes | "15,6" rotējams skārienjutīgs multimēdiju ekrāns" | The text confirms the presence of a multifunctional touchscreen larger than 12 inches.

NR67: Yes | "Dynaudio skaņas sistēma" | The text confirms the presence of a branded audio system.

NR68: No | | The text does not mention a navigation center.

NR69: No | | The text does not mention a connected navigation center.

NR70: Yes | "Android Auto un Apple Car Play" | The text confirms the presence of Android Auto and Apple CarPlay.

NR71: No | | The text does not mention wireless Android Auto and Apple CarPlay.

NR72: Yes | "Inteliģents balss vadības sistēma - 'Hi, BYD'" | The text confirms the presence of an intelligent voice control system, implying AI assistance.

NR73: Yes | "Head-up displejs" | The text confirms the presence of a head-up display.

NR75: Yes | "Multifunkcionāla stūre ar Eco ādas apdari un apsildi" | The text confirms the presence of a heated steering wheel.

NR76: No | | The text does not specifically mention a leather steering wheel, only eco-leather.

NR77: No | | The text does not mention a digital display up to 8.9 inches.

NR78: No | | The text does not mention a digital display of 9" - 11.9".

NR79: Yes | "10,25" digitāls instrumentu panelis" | The text confirms the presence of a digital display larger than 12 inches.

NR81: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi" | The text confirms the presence of a heated driver seat.

NR82: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi" | The text confirms the presence of a heated passenger seat.

NR83: No | | The text does not mention heated rear seats.

NR84: No | | The text does not mention manual lumbar adjustment for the driver seat.

NR85: No | | The text does not mention manual lumbar adjustment for the passenger seat.

NR86: No | | The text does not mention electric lumbar adjustment for the driver seat.

NR87: No | | The text does not mention electric lumbar adjustment for the passenger seat.

NR88: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami" | The text confirms the presence of an electrically adjustable driver seat.

NR89: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami" | The text confirms the presence of an electrically adjustable passenger seat.

NR90: Yes | "ar atmiņu regulējams vadītāja sēdeklis" | The text confirms the presence of a memory function for the driver seat.

NR91: No | | The text does not mention a memory function for the passenger seat.

NR92: No | | The text does not mention fabric/synthetic leather seat upholstery.

NR93: No | | The text does not mention Alcantara/synthetic leather seat upholstery.

NR94: Yes | "Eco ādas apdares priekšējie sēdekļi" | The text confirms synthetic leather seat upholstery.

NR96: No | | The text does not mention an automatic parking system.

NR97: Yes | "Aklo zonu noteikšanas sistēma" | The text confirms the presence of blind spot monitoring.

NR98: No | | The text does not mention blind spot monitoring with cross-traffic alert.

NR99: No | | The text does not mention standard cruise control.

NR100: Yes | "Adaptīvā-inteliģentā kruīza kontrole" | The text confirms the presence of adaptive cruise control.

NR101: No | | The text does not mention adaptive cruise control with Stop&Go.

NR102: Yes | "Intensīvas satiksmes palīgs" | The text implies adaptive cruise control in traffic jams.

NR103: No | | The text does not mention navigation-based adaptive cruise control.

NR104: No | | The text does not mention lane centering and overtaking assistance.

NR105: Yes | "360° kamera" | The text confirms the presence of a 360-degree camera, implying a front view.

NR106: No | | The text does not specifically mention a rearview camera.

NR107: Yes | "Parkošanās sensori, priekšā" | The text confirms the presence of front parking sensors.

NR108: Yes | "Parkošanās sensori, aizmugurē" | The text confirms the presence of rear parking sensors.

NR110: No | | The text does not mention AEBS with pedestrian and cyclist detection.

NR111: No | | The text does not mention AEBS with pedestrian detection.

NR112: No | | The text does not mention post-collision mitigation.

NR113: Yes | "Elektriskā stāvbremze" | The text confirms the presence of an electric parking brake.

NR115: No | | The text does not mention 17" steel wheels.

NR116: No | | The text does not mention 17" alloy wheels.

NR117: No | | The text does not mention 18" steel wheels.

NR118: No | | The text does not mention 18" alloy wheels.

NR119: No | | The text does not mention 19" steel wheels.

NR120: Yes | "19" divkrāsu vieglmetāla diski" | The text confirms the presence of 19" alloy wheels.

NR121: No | | The text does not mention 20" steel wheels.

NR122: No | | The text does not mention 20" alloy wheels.

NR123: No | | The text does not mention a spare wheel.

NR124: No | | The text does not mention a tow hitch.

NR126: No | | The text does not mention knee or center airbags.

NR127: No | | The text does not mention curtain airbags.

NR128: No | | The text does not mention side airbags.

NR129: Yes | "Signalizācija" | The text confirms the presence of an alarm system, implying perimeter protection.

NR130: No | | The text does not mention keyless ignition.

NR131: Yes | "Bezatslēgas piekļuve un startēšana" | The text confirms keyless entry and start.

NR133: No | | The text does not mention a 3-year additional warranty.

NR134: No | | The text does not mention a 4-year additional warranty.

NR135: No | | The text does not mention a 5-year additional warranty.

NR136: No | | The text does not mention a 6-year additional warranty.

NR137: No | | The text does not mention a 7-year additional warranty.

NR138: No | | The text does not mention an 8-year battery warranty.
=== CONSENSUS ATTEMPT 3 ===
NR25: Yes | "220V elektrības padeves sistēma (V2L)" | The specification text explicitly mentions "220V elektrības padeves sistēma (V2L)", which confirms the presence of the V2L function.

NR26: Yes | "Siltumsūknis" | The specification text includes "Siltumsūknis", directly confirming its presence.

NR28: No | | The specification text does not mention 4X4, 4WD, or AWD, indicating that this feature is not specified.

NR30: Yes | "Metāliska krāsa" | The text specifies "Metāliska krāsa", confirming that metallic paint is standard.

NR32: Yes | "Ārējie spoguļi, elektriski regulējami, elektriski nolokāmi, apsildāmi" | The text confirms electrically adjustable and heated mirrors.

NR33: Yes | "Ārējie spoguļi, elektriski regulējami, elektriski nolokāmi, apsildāmi" | The text confirms electrically adjustable, foldable, and heated mirrors.

NR34: No | | The specification text does not mention mirrors with memory, indicating this feature is not specified.

NR35: Maybe | "Lietus sensors" | The presence of a rain sensor implies potential automatic operation of wipers, but it's not explicitly stated.

NR36: Yes | "Tonēti aizmugurējie stikli" | The text mentions tinted rear windows, confirming the feature.

NR37: No | | The specification text does not mention a heated windshield, indicating this feature is not specified.

NR38: Yes | "Elektriski atverams/ aizverams bagāžas nodalījuma vāks" | The text confirms the presence of an electric tailgate.

NR39: No | | The specification text does not mention hands-free operation for the tailgate, indicating this feature is not specified.

NR40: No | | The specification text does not mention roof rails, indicating this feature is not specified.

NR41: Yes | "Priekšējais bagāžas nodalījums" | The text explicitly mentions a front trunk, confirming its presence.

NR42: Yes | "Panorāmas jumts" | The text mentions a panoramic roof, confirming its presence.

NR44: Yes | "LED dienas gaitas gaismas" | The text confirms LED daytime running lights.

NR45: No | | The specification text does not mention LED fog lights, indicating this feature is not specified.

NR46: No | | The specification text does not mention integrated LED fog lights, indicating this feature is not specified.

NR47: Yes | "LED automātiskie priekšējie lukturi" | The text confirms automatic operation of the headlights.

NR48: No | | The specification text does not mention automatic high/low beam control, indicating this feature is not specified.

NR49: Yes | "LED automātiskie priekšējie lukturi" | The text confirms the presence of LED headlights.

NR50: No | | The specification text does not mention adaptive LED headlights without Matrix or Glare Free, indicating this feature is not specified.

NR51: No | | The specification text does not mention adaptive LED headlights with Matrix or Glare Free, indicating this feature is not specified.

NR53: No | | The specification text does not mention a general air conditioner, indicating this feature is not specified.

NR54: Yes | "Divzonu klimata kontrole" | The text confirms dual-zone climate control, which implies EATC 2 zones.

NR55: No | | The specification text does not mention EATC 3 zones, indicating this feature is not specified.

NR56: Yes | "Gaisa kvalitātes uzlabotājs" | The text confirms an air quality enhancer, implying an air purifier.

NR57: Yes | "Ambient daudzkrāsu salona apgaismojums" | The text confirms multi-color ambient interior lighting.

NR58: Yes | "Priekšējais centrālais roku balsts ar glāžu turētājiem" | The text confirms a central console with an armrest.

NR59: Yes | "Automātiski aptumšojošs atpakaļskata spogulis" | The text confirms an automatically dimming interior mirror.

NR60: No | | The specification text does not mention a 12V outlet in the luggage compartment, indicating this feature is not specified.

NR61: Yes | "2 bezvadu viedtālruņu uzlāde" | The text confirms wireless charging.

NR63: No | | The specification text does not mention a touchscreen within the 6-7.9" range, indicating this feature is not specified.

NR64: No | | The specification text does not mention a touchscreen within the 8-9.9" range, indicating this feature is not specified.

NR65: No | | The specification text does not mention a touchscreen within the 10-11.9" range, indicating this feature is not specified.

NR66: Yes | "15,6" rotējams skārienjutīgs multimēdiju ekrāns" | The text confirms a multifunctional touchscreen larger than 12".

NR67: Yes | "Dynaudio skaņas sistēma" | The text confirms a branded audio system.

NR68: No | | The specification text does not mention a navigation center, indicating this feature is not specified.

NR69: No | | The specification text does not mention a connected navigation center, indicating this feature is not specified.

NR70: Yes | "Android Auto un Apple Car Play" | The text confirms Android Auto and Apple CarPlay compatibility.

NR71: No | | The specification text does not mention wireless Android Auto and Apple CarPlay, indicating this feature is not specified.

NR72: Yes | "Inteliģents balss vadības sistēma - 'Hi, BYD'" | The text confirms an intelligent voice control system, implying an AI assistant.

NR73: Yes | "Head-up displejs" | The text confirms the presence of a head-up display.

NR75: Yes | "Multifunkcionāla stūre ar Eco ādas apdari un apsildi" | The text confirms a heated steering wheel.

NR76: No | | The specification text does not explicitly mention a leather steering wheel, indicating this feature is not specified.

NR77: No | | The specification text does not mention a digital display up to 8.9", indicating this feature is not specified.

NR78: No | | The specification text does not mention a digital display within the 9-11.9" range, indicating this feature is not specified.

NR79: Yes | "10,25" digitāls instrumentu panelis" | The text confirms a digital display larger than 12".

NR81: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi" | The text confirms a heated driver's seat.

NR82: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi" | The text confirms a heated passenger seat.

NR83: No | | The specification text does not mention heated rear seats, indicating this feature is not specified.

NR84: No | | The specification text does not mention manual lumbar adjustment for the driver's seat, indicating this feature is not specified.

NR85: No | | The specification text does not mention manual lumbar adjustment for the passenger's seat, indicating this feature is not specified.

NR86: No | | The specification text does not mention electric lumbar adjustment for the driver's seat, indicating this feature is not specified.

NR87: No | | The specification text does not mention electric lumbar adjustment for the passenger's seat, indicating this feature is not specified.

NR88: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami" | The text confirms an electrically adjustable driver's seat.

NR89: Yes | "Eco ādas apdares priekšējie sēdekļi, elektriski regulējami" | The text confirms an electrically adjustable passenger seat.

NR90: Yes | "ar atmiņu regulējams vadītāja sēdeklis" | The text confirms a memory-adjustable driver's seat.

NR91: No | | The specification text does not mention a memory-adjustable passenger seat, indicating this feature is not specified.

NR92: No | | The specification text does not mention fabric/synthetic leather upholstery, indicating this feature is not specified.

NR93: No | | The specification text does not mention Alcantara/synthetic leather upholstery, indicating this feature is not specified.

NR94: Yes | "Eco ādas apdares priekšējie sēdekļi" | The text confirms synthetic leather upholstery.

NR96: No | | The specification text does not mention an automatic parking system, indicating this feature is not specified.

NR97: Yes | "Aklo zonu noteikšanas sistēma" | The text confirms blind spot monitoring.

NR98: No | | The specification text does not mention blind spot monitoring with cross-traffic alert, indicating this feature is not specified.

NR99: No | | The specification text does not mention general cruise control, indicating this feature is not specified.

NR100: Yes | "Adaptīvā-inteliģentā kruīza kontrole" | The text confirms adaptive cruise control.

NR101: No | | The specification text does not mention adaptive cruise control with Stop&Go, indicating this feature is not specified.

NR102: Yes | "Intensīvas satiksmes palīgs" | The text implies adaptive cruise control in traffic jams.

NR103: No | | The specification text does not mention navigation-based adaptive cruise control, indicating this feature is not specified.

NR104: No | | The specification text does not mention lane centering and overtaking assist, indicating this feature is not specified.

NR105: Yes | "360° kamera" | The text confirms a 360° camera system.

NR106: No | | The specification text does not mention a rearview camera, indicating this feature is not specified.

NR107: Yes | "Parkošanās sensori, priekšā" | The text confirms front parking sensors.

NR108: Yes | "Parkošanās sensori, aizmugurē" | The text confirms rear parking sensors.

NR110: No | | The specification text does not mention AEBS with pedestrian and cyclist detection, indicating this feature is not specified.

NR111: No | | The specification text does not mention AEBS with pedestrian detection, indicating this feature is not specified.

NR112: No | | The specification text does not mention post-collision mitigation, indicating this feature is not specified.

NR113: Yes | "Elektriskā stāvbremze" | The text confirms an electric parking brake.

NR115: No | | The specification text does not mention 17" steel wheels, indicating this feature is not specified.

NR116: No | | The specification text does not mention 17" alloy wheels, indicating this feature is not specified.

NR117: No | | The specification text does not mention 18" steel wheels, indicating this feature is not specified.

NR118: No | | The specification text does not mention 18" alloy wheels, indicating this feature is not specified.

NR119: No | | The specification text does not mention 19" steel wheels, indicating this feature is not specified.

NR120: Yes | "19" divkrāsu vieglmetāla diski" | The text confirms 19" alloy wheels.

NR121: No | | The specification text does not mention 20" steel wheels, indicating this feature is not specified.

NR122: No | | The specification text does not mention 20" alloy wheels, indicating this feature is not specified.

NR123: No | | The specification text does not mention a spare wheel, indicating this feature is not specified.

NR124: No | | The specification text does not mention a trailer hitch, indicating this feature is not specified.

NR126: No | | The specification text does not mention knee or central airbags, indicating this feature is not specified.

NR127: No | | The specification text does not mention curtain airbags, indicating this feature is not specified.

NR128: No | | The specification text does not mention side airbags, indicating this feature is not specified.

NR129: Yes | "Signalizācija" | The text confirms the presence of an alarm system.

NR130: No | | The specification text does not mention keyless start, indicating this feature is not specified.

NR131: Yes | "Bezatslēgas piekļuve un startēšana" | The text confirms keyless entry and start.

NR133: No | | The specification text does not mention an additional 3-year warranty, indicating this feature is not specified.

NR134: No | | The specification text does not mention an additional 4-year warranty, indicating this feature is not specified.

NR135: No | | The specification text does not mention an additional 5-year warranty, indicating this feature is not specified.

NR136: No | | The specification text does not mention an additional 6-year warranty, indicating this feature is not specified.

NR137: No | | The specification text does not mention an additional 7-year warranty, indicating this feature is not specified.

NR138: No | | The specification text does not mention an 8-year battery warranty, indicating this feature is not specified.
